Time,total_v,max_v,min_v,avg_v,max-min,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,max_temp,min_temp,avg_temp,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,undervoltage,overvoltage,pec,overtemperature,openwire,openwire_temp
26173,42.194248,3.018300,3.009900,3.013875,0.008400,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016650,3.013650,3.017850,3.011850,3.015150,3.018300,,,,,,,,,,,,,,,22.269129,20.123133,21.508293,21.506067,20.123133,22.269129,21.612757,22.126520,22.146875,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
26674,42.193798,3.018300,3.009900,3.013843,0.008400,3.012450,3.011700,3.011700,3.014100,3.009900,3.013800,3.015150,3.011550,3.016650,3.013650,3.017850,3.011850,3.015150,3.018300,,,,,,,,,,,,,,,22.274225,20.097864,21.505772,21.506067,20.097864,22.274225,21.612757,22.126520,22.146875,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
27175,42.194096,3.018300,3.009900,3.013864,0.008400,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016650,3.013650,3.017850,3.011850,3.015000,3.018300,,,,,,,,,,,,,,,22.269129,20.087763,21.504505,21.506067,20.087763,22.269129,21.612757,22.126520,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
27676,42.194546,3.018300,3.009900,3.013896,0.008400,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016650,3.013800,3.017850,3.012000,3.015150,3.018300,,,,,,,,,,,,,,,22.269129,20.077662,21.503242,21.506067,20.077662,22.269129,21.612757,22.126520,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
28177,42.193649,3.018150,3.009900,3.013832,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016500,3.013650,3.017850,3.011850,3.015150,3.018150,,,,,,,,,,,,,,,22.269129,20.072626,21.501980,21.506067,20.072626,22.269129,21.607691,22.126520,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
29179,42.193798,3.018150,3.009900,3.013843,0.008250,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016650,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.269129,20.077662,21.503242,21.506067,20.077662,22.269129,21.612757,22.126520,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
29680,42.193951,3.018300,3.009900,3.013854,0.008400,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016650,3.013650,3.017700,3.012000,3.015000,3.018300,,,,,,,,,,,,,,,22.269129,20.082727,21.502609,21.501001,20.082727,22.269129,21.607691,22.126520,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
30181,42.193649,3.018150,3.009900,3.013832,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016650,3.013650,3.017700,3.011850,3.015150,3.018150,,,,,,,,,,,,,,,22.269129,20.097864,21.504501,21.501001,20.097864,22.269129,21.612757,22.126520,22.146875,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
30682,42.193951,3.018300,3.009900,3.013854,0.008400,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016650,3.013650,3.017850,3.011850,3.015150,3.018300,,,,,,,,,,,,,,,22.269129,20.107996,21.507034,21.506067,20.107996,22.269129,21.612757,22.126520,22.146875,20.785913,21.501001,,,,,,,,,0,0,0,0,0,0
31183,42.193798,3.018150,3.009900,3.013843,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016650,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.269129,20.118097,21.507027,21.501001,20.118097,22.269129,21.612757,22.126520,22.141779,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
31684,42.193504,3.018150,3.009900,3.013822,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016500,3.013650,3.017700,3.011850,3.015150,3.018150,,,,,,,,,,,,,,,22.269129,20.133265,21.509560,21.501001,20.133265,22.269129,21.612757,22.126520,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
32686,42.193649,3.018150,3.009900,3.013832,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016500,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.269129,20.128199,21.509560,21.501001,20.128199,22.269129,21.612757,22.126520,22.146875,20.785913,21.506067,,,,,,,,,0,0,0,0,0,0
33187,42.193798,3.018150,3.009900,3.013843,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016650,3.013800,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.269129,20.133265,21.508923,21.501001,20.133265,22.269129,21.612757,22.126520,22.141779,20.785913,21.501001,,,,,,,,,0,0,0,0,0,0
33688,42.193645,3.018300,3.009900,3.013832,0.008400,3.012450,3.011700,3.011700,3.014100,3.009900,3.013800,3.015150,3.011550,3.016650,3.013650,3.017850,3.011850,3.015000,3.018300,,,,,,,,,,,,,,,22.269129,20.143366,21.508915,21.501001,20.143366,22.269129,21.612757,22.121424,22.141779,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
34189,42.193497,3.018150,3.009900,3.013821,0.008250,3.012450,3.011700,3.011700,3.014100,3.009900,3.013800,3.015150,3.011550,3.016500,3.013650,3.017850,3.011850,3.015150,3.018150,,,,,,,,,,,,,,,22.264032,20.148401,21.510178,21.501001,20.148401,22.264032,21.612757,22.121424,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
34690,42.193497,3.018150,3.009900,3.013821,0.008250,3.012450,3.011700,3.011700,3.014100,3.009900,3.013800,3.015150,3.011550,3.016500,3.013650,3.017850,3.011850,3.015150,3.018150,,,,,,,,,,,,,,,22.269129,20.153467,21.510815,21.501001,20.153467,22.269129,21.612757,22.121424,22.146875,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
35191,42.193348,3.018150,3.009900,3.013811,0.008250,3.012450,3.011700,3.011700,3.014100,3.009900,3.013800,3.015150,3.011400,3.016650,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.269129,20.148401,21.508911,21.501001,20.148401,22.269129,21.607691,22.121424,22.141779,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
35692,42.193348,3.018150,3.009900,3.013811,0.008250,3.012450,3.011700,3.011700,3.014100,3.009900,3.013800,3.015150,3.011550,3.016500,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.138300,21.507011,21.501001,20.138300,22.264032,21.607691,22.121424,22.141779,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
36694,42.193050,3.018150,3.009900,3.013789,0.008250,3.012450,3.011700,3.011700,3.014100,3.009900,3.013800,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.133265,21.505749,21.495935,20.133265,22.264032,21.607691,22.121424,22.141779,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
37195,42.193199,3.018150,3.009900,3.013800,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.123133,21.504482,21.495935,20.123133,22.264032,21.607691,22.121424,22.141779,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
37696,42.193501,3.018150,3.009900,3.013821,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016500,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.113031,21.503220,21.495935,20.113031,22.264032,21.607691,22.121424,22.141779,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
38197,42.193497,3.018150,3.009900,3.013821,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015150,3.011400,3.016650,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.113031,21.503220,21.495935,20.113031,22.264032,21.607691,22.121424,22.141779,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
38698,42.193050,3.018150,3.009900,3.013789,0.008250,3.012450,3.011700,3.011850,3.013950,3.009900,3.013800,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.118097,21.503216,21.495935,20.118097,22.264032,21.607691,22.121424,22.136683,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
