"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.165176722E3,-4.258053828E0,1.430619776E1,-8.377481282E-1
1.165226577E3,-3.380559543E0,1.318497077E1,-2.768632053E0
1.165276431E3,-4.181925711E0,1.465126769E1,-2.415201781E0
1.165326289E3,-3.939993947E0,1.381192444E1,-7.664764166E-1
1.165376144E3,-2.628171701E0,1.281442570E1,1.281200963E-1
1.165425998E3,-1.630249186E0,8.078796735E0,-3.564620537E-1
1.165475853E3,-1.703136337E0,3.412447626E0,-1.254623614E0
1.165525707E3,-1.456414681E0,6.870541542E0,-4.233292916E0
1.165575562E3,-1.792826339E0,1.070863051E1,-2.746916664E-1
1.165625416E3,-2.383623893E0,8.849803575E0,2.553356284E0
1.165675270E3,-1.719554442E0,9.346342696E0,2.146453809E0
1.165725125E3,-1.802764413E0,1.087055862E1,2.929475507E0
1.165774979E3,-2.927100953E0,9.191493223E0,-2.698987037E-1
1.165824834E3,-3.732542922E0,1.182442660E1,-1.827412766E-1
1.165874688E3,-2.131905206E0,1.057307801E1,3.178675067E0
1.165924542E3,-1.643550578E0,6.870428690E0,-1.209800613E0
1.165974397E3,-2.162696059E0,6.970237738E0,-1.915330331E0
1.166024251E3,-1.217604892E0,8.267669402E0,-1.739897490E-2
1.166074105E3,-1.422578744E0,7.213507637E0,2.611395746E-1
1.166123960E3,-7.195767769E-1,7.514626379E0,-8.945979747E0
1.166173814E3,-1.311552252E0,7.485597877E0,-2.361433709E0
1.166223668E3,-1.170462593E0,7.972351683E0,1.705714667E0
1.166273523E3,4.597353426E0,9.153074092E0,1.659349170E0
1.166323373E3,7.649518721E0,7.280219105E0,-1.615645326E0
1.166373227E3,1.918540599E0,4.086821041E0,-4.455771870E0
1.166423081E3,5.910181979E0,1.033992614E1,-2.981542624E0
1.166472936E3,6.457436925E0,6.818919983E0,1.854601734E0
1.166522790E3,3.641496512E0,4.731399968E0,1.478472571E0
1.166572644E3,5.459613082E0,6.987513921E0,5.242535201E0
1.166622498E3,4.267032227E0,6.865135791E0,3.732802831E0
1.166672353E3,1.460037908E0,8.163764380E0,-1.100050714E0
1.166722207E3,3.149577130E-1,9.342497567E0,-3.303524816E-1
1.166772061E3,-2.032408253E0,1.038575077E1,-8.906747854E-1
1.166821915E3,-4.051314993E-1,9.253516978E0,-2.618868488E-1
1.166871770E3,3.164592049E0,9.766445260E0,2.137174863E-1
1.166921624E3,1.087711700E0,7.929313837E0,-9.341119963E-1
1.166971478E3,1.919740448E0,1.053135462E1,-1.044805636E0
1.167021332E3,4.905923860E0,1.029163749E1,-2.961352773E0
1.167071186E3,1.126022584E0,6.708468418E0,-6.806274210E0
1.167121041E3,1.670168566E0,9.441317850E0,-1.485047765E0
1.167170895E3,2.043405404E0,7.964983606E0,4.223660213E-1
1.167220749E3,2.012054534E0,8.256950871E0,-2.652882911E0
1.167270603E3,1.407247637E0,5.861646581E0,-1.666229004E0
1.167320457E3,4.648416576E0,6.547535502E0,-8.657557064E-1
1.167370314E3,2.309134604E0,4.339247972E0,-3.641287474E0
1.167420169E3,3.289376893E0,9.528851838E0,-2.636265124E0
1.167470023E3,-1.026946339E0,1.065704286E1,3.145086907E0
1.167519877E3,-6.229299036E-1,1.102829662E1,2.212025070E-1
1.167569731E3,-6.768378697E-1,1.168032665E1,8.486151785E-1
1.167619585E3,-2.499291174E0,7.917533451E0,1.831663692E-1
1.167669439E3,-7.241202097E-1,1.259696541E1,1.910826221E0
1.167719293E3,-9.348066455E-1,1.161000687E1,1.440834628E0
1.167769147E3,1.356180540E0,5.875667619E0,-2.712379500E0
1.167819002E3,2.237474053E0,5.346862392E0,-6.100960838E0
1.167868856E3,1.863497981E0,6.987027433E0,-4.762056627E0
1.167918710E3,3.474812567E0,1.077583957E1,-1.857356942E0
1.167968564E3,2.772716772E-1,7.472308910E0,-3.226171415E0
1.168018418E3,1.339069687E0,8.671780416E0,-2.603016686E-1
1.168068272E3,1.601409841E-1,1.027780883E1,-1.004643450E0
1.168118126E3,5.011973787E-1,1.058312938E1,1.710982423E0
1.168167980E3,-1.471286635E0,6.558196145E0,-1.936646941E0
1.168217834E3,-4.770271819E-2,8.928657371E0,-4.356719452E-1
1.168267688E3,1.745896733E0,9.998052303E0,6.806468922E-1
1.168317542E3,5.667567553E0,1.036825941E1,-1.190175018E0
1.168367393E3,6.102917682E-1,9.005451193E0,-1.235526023E0
1.168417248E3,2.625778728E0,1.245825075E1,9.859504867E-1
1.168467102E3,-3.007803931E0,5.829331943E0,1.287883161E0
1.168516956E3,-8.268758739E0,-2.226811801E0,4.078422977E0
1.168566810E3,-6.786367364E0,-3.766927766E0,8.395843293E0
1.168616664E3,-7.710043250E0,-7.815142273E0,-1.659508799E0
1.168666518E3,-8.025411656E0,-8.682790139E0,2.744683027E0
1.168716372E3,-6.187351695E0,-1.075987784E1,-1.655432705E0
1.168766226E3,-8.079016006E0,-9.719114388E0,1.368197007E0
1.168816080E3,-5.342000433E0,-1.165928486E1,3.350663899E0
1.168865934E3,-3.272375529E0,-1.122861755E1,2.559601110E-1
1.168915788E3,-2.419901773E0,-1.027079334E1,-3.327667969E-1
1.168965642E3,-1.881855022E0,-1.063280148E1,-1.610334885E-1
1.169015496E3,5.020751481E0,-1.227752968E1,8.264875603E-1
1.169065350E3,-2.052343092E-1,-9.965368706E0,-6.130301582E0
1.169115204E3,6.875305853E0,-1.390513958E1,9.375519133E-1
1.169165058E3,3.481124928E0,-1.163945461E1,-1.385110663E0
1.169214912E3,2.558983644E0,-1.112939381E1,3.892093849E-1
1.169264766E3,2.090708502E0,-8.533242336E0,2.109519871E0
1.169314620E3,4.619742123E0,-2.228704691E0,1.757702846E0
1.169364474E3,-8.344648435E-1,7.242974680E0,-2.799535173E0
1.169414328E3,-4.313564442E-1,4.808746060E0,-7.511502796E-1
1.169464182E3,-3.133392768E0,1.066820169E1,-6.171408677E-1
1.169514036E3,-2.453165121E0,1.381854700E1,5.699721392E0
1.169563890E3,-6.905302946E-1,1.035543646E1,-4.599126887E0
1.169613744E3,-3.821479218E-1,1.168771285E1,-5.161903852E0
1.169663598E3,-1.936123761E0,8.185176299E0,-6.391088569E-1
1.169713452E3,-1.539367375E0,1.246262446E1,-2.671247846E-1
1.169763306E3,-8.827523929E-1,1.270876184E1,3.885764238E0
1.169813160E3,-2.136292810E0,1.310767175E1,-9.472167760E-1
1.169863013E3,4.704930646E-1,1.102779025E1,2.716552073E0
1.169912867E3,2.848257682E0,1.123807250E1,-3.030687886E-1
1.169962721E3,1.384822030E-1,1.207449915E1,-1.486430047E0
1.170012575E3,2.569981087E0,1.763236183E1,-1.029551420E0
1.170062429E3,-1.957582019E0,4.190531935E0,7.259902954E-2
1.170112283E3,-2.692815301E0,9.690510833E-1,-1.665175921E0
1.170162137E3,-8.959483892E-1,-6.534811376E0,4.294015081E0
1.170211991E3,4.298254312E0,-7.340774040E0,4.394326989E0
1.170261845E3,-9.042931845E0,-1.411193923E1,-4.069573216E0
1.170311699E3,-7.550739952E0,-1.552655611E1,1.312694067E-1
1.170361556E3,-7.609738943E0,-1.487473775E1,4.782174557E-1
1.170411410E3,-7.776726066E0,-1.623497786E1,4.827279979E-1
1.170461264E3,-7.872675367E0,-1.193195222E1,-3.191824286E0
1.170511118E3,-6.192541099E0,-1.346872095E1,1.136615692E0
1.170560972E3,-3.434108929E0,-1.357295692E1,1.392857054E0
1.170610826E3,7.074970141E-1,-1.517219262E1,5.418836939E-1
1.170660679E3,2.706984859E0,-1.309640183E1,3.777663839E-1
1.170710533E3,1.299867907E0,-1.201261690E1,1.953875762E0
1.170760387E3,-1.804490219E0,-8.872922296E0,1.748420391E0
1.170810241E3,-2.184150516E0,-1.086870037E1,3.531351634E0
1.170860095E3,8.564744941E-1,-5.732060003E0,-2.099603578E0
1.170909949E3,4.267156188E0,2.043368347E-1,-7.465327334E-1
1.170959803E3,1.765475842E0,7.878694783E-1,-4.416466886E0
1.171009657E3,-3.648594155E0,2.475775134E0,1.018389085E0
1.171059511E3,-2.550580026E0,8.522140228E0,8.340719837E-1
1.171109365E3,1.122176110E1,1.032296921E1,-1.125576734E0
1.171159219E3,8.009852216E-1,8.482314257E0,-1.177496618E1
1.171209072E3,-3.156588672E0,1.223458422E1,-2.723414365E0
1.171258926E3,-3.958579907E0,1.366971080E1,1.113805119E0
1.171308780E3,-9.229052228E0,1.162756722E1,1.755431787E0
1.171358630E3,-6.140009129E0,1.172505551E1,7.605554091E0
1.171408484E3,-3.816855971E0,1.250399001E1,4.163284203E0
1.171458338E3,-4.557696733E0,1.000994788E1,2.740420407E-1
1.171508192E3,-3.613990917E0,1.201945113E1,-2.527230924E-1
1.171558046E3,-4.518459650E-2,1.104707554E1,1.081512702E-1
1.171607900E3,-6.528916213E-1,1.563289708E1,4.572788104E0
1.171657754E3,-2.768259878E0,1.181645568E1,-7.010070140E0
1.171707607E3,-2.806673746E0,1.572019250E1,-4.916807867E0
1.171757461E3,-4.121271081E0,1.456529725E1,-9.454725516E-1
1.171807315E3,-3.311011591E0,1.475004236E1,-9.848243129E-1
1.171857169E3,-3.530891458E0,1.330214664E1,-2.414457430E0
1.171907023E3,-2.000020964E0,1.245479270E1,-1.704142935E0
1.171956877E3,1.423296526E-1,1.546638826E1,2.795343888E0
1.172006731E3,1.773959275E0,1.233268647E1,-5.083165830E-1
1.172056585E3,2.140244651E-1,1.388135896E1,-2.491124368E-1
1.172106439E3,3.277578089E0,1.559547256E1,1.210265467E0
1.172156293E3,2.623711444E-1,1.113658003E1,1.559275829E0
1.172206146E3,1.209644200E-1,1.264622470E1,2.046736563E0
1.172256000E3,-5.154474818E-1,1.488816295E1,1.757136251E0
1.172305854E3,2.704719136E-1,1.012634723E1,2.004475812E0
1.172355709E3,5.096656526E0,8.312008839E0,-3.829435086E0
1.172405563E3,1.958021584E0,8.368551414E0,-7.645105242E0
1.172455417E3,2.010283851E0,1.274394687E1,-2.195278645E0
1.172505271E3,1.692035837E0,2.040764568E1,7.940633461E0
1.172555125E3,4.691678370E0,6.638936838E0,7.440336335E-1
1.172604979E3,3.559907096E0,1.126552400E1,-4.584280806E0
1.172654833E3,-1.367219060E0,1.282141312E1,1.041952195E0
1.172704686E3,1.630764180E0,1.201578024E1,-3.033188156E0
1.172754540E3,2.955209980E0,1.427870883E1,-1.279323422E0
1.172804394E3,-4.636895222E0,1.232630365E1,8.383895677E-1
1.172854248E3,-1.039624272E0,1.195666489E1,1.748584113E0
1.172904102E3,1.272247707E0,1.299130281E1,-6.294024789E-1
1.172953956E3,1.554577298E-2,9.599970353E0,-6.333049107E-1
1.173003810E3,-1.221888343E0,8.957613367E0,2.898851300E0
1.173053664E3,5.751121926E0,1.462305370E1,4.297461430E0
1.173103518E3,6.484533507E0,3.016053475E0,-4.375552749E0
1.173153372E3,-5.895601947E0,2.801986910E0,-1.172076483E1
1.173203225E3,2.305198844E0,1.882858287E1,9.468546579E0
1.173253079E3,2.911720729E0,1.566500180E1,9.927821395E0
1.173302933E3,6.725472121E0,9.192079698E0,-2.563653815E0
1.173352787E3,-4.544480563E0,8.327448412E0,-2.783057134E0
1.173402641E3,3.602192698E0,1.849177857E1,6.984035997E0
1.173452495E3,5.680328516E0,1.228422942E1,-1.037093743E0
1.173502349E3,3.786941908E0,7.541422999E0,-7.729282343E-1
1.173552203E3,-5.640686879E-1,1.096133898E1,-2.163483240E0
1.173602056E3,6.594204469E0,1.316361791E1,1.277762800E-1
1.173651910E3,4.343499190E0,1.395541043E1,4.086472839E-1
1.173701764E3,-1.378158324E0,1.199861633E1,-1.278157488E0
1.173751618E3,3.045452983E0,1.662321076E1,3.788092348E0
1.173801472E3,1.857323321E0,1.194195330E1,-3.127831188E0
1.173851326E3,3.019732543E0,1.242952104E1,-2.002483665E0
1.173901180E3,2.490641972E0,1.248601567E1,-2.639503312E-1
1.173951034E3,7.570789470E0,8.614385902E0,2.532216260E0
1.174000888E3,7.571933770E0,8.265105398E0,-5.130638790E0
1.174050741E3,5.939857183E0,7.837671595E0,-5.104036882E0
1.174100595E3,7.534445516E0,1.183994511E1,8.705194330E-1
1.174150449E3,5.009219602E0,1.229337564E1,2.240267707E0
1.174200303E3,1.826632163E0,1.069277871E1,-1.764507251E0
1.174250157E3,1.216398099E-1,1.089686407E1,1.684588677E-1
1.174300011E3,1.818672202E0,1.209138474E1,-1.107879551E0
1.174349869E3,5.371585005E0,1.208027269E1,-3.413724366E0
1.174399722E3,3.425996794E0,9.929389619E0,-4.017383308E0
1.174449576E3,6.382482052E0,8.803228163E0,-2.386729349E0
1.174499430E3,6.369602391E0,9.281460822E0,2.334589727E0
1.174549284E3,4.962760550E0,6.759647343E0,2.487369286E0
1.174599138E3,3.346299537E0,4.443015292E0,7.945938056E0
1.174648992E3,4.761316954E0,5.714165549E-1,8.316352150E0
1.174698846E3,2.593319079E0,-1.316776447E0,9.669563913E-1
1.174748699E3,1.111558912E0,-3.233152991E0,5.425367694E0
1.174798553E3,5.807095567E0,-3.208819511E0,-2.762628717E0
1.174848407E3,2.788442420E0,-7.018325239E0,-6.437835889E0
1.174898261E3,4.190320559E0,-1.107811256E1,-4.164983404E0
1.174948115E3,5.831446881E0,-5.607607280E0,-9.207607564E0
1.174997969E3,3.805584001E0,-8.816135307E0,-3.216606540E0
1.175047822E3,4.584813488E0,-1.024845697E1,5.154772587E0
1.175097676E3,-9.897680607E-2,-7.627781696E0,-1.963336557E0
1.175147530E3,-1.319740985E0,-8.248620928E0,-6.221825125E0
1.175197384E3,1.798238084E-1,-4.024495277E0,-9.027583489E0
1.175247238E3,-5.933082014E0,-1.999497419E-1,2.792193993E0
1.175297092E3,-1.310170876E1,6.750348516E0,3.193397187E0
1.175346944E3,-1.340359232E1,3.866510527E0,5.319982742E0
1.175396798E3,-1.126601985E1,7.996863211E0,-6.861286569E-1
1.175446652E3,-1.247899550E1,8.046457540E0,-7.945857364E-1
1.175496506E3,-1.114260734E1,3.455639254E0,-6.350579059E-1
1.175546360E3,-1.222764943E1,2.226278828E0,-1.169583464E-1
1.175596214E3,-1.202370673E1,2.412657657E0,1.392784549E0
1.175646068E3,-1.272181282E1,3.037994860E0,-1.585867796E0
1.175695922E3,-1.390989922E1,7.815567951E0,1.295145988E0
1.175745776E3,-9.275712424E0,-3.930063475E-1,-1.334908692E1
1.175795630E3,-9.959344904E0,-2.891280764E-1,-9.108878497E0
1.175845484E3,-1.469032358E1,2.086937486E0,-7.510105897E0
1.175895338E3,-1.140006376E1,9.663624896E0,1.807908794E0
1.175945192E3,-9.012129883E0,7.143215334E0,-2.971327538E0
1.175995046E3,-1.499111488E1,3.840418496E0,-4.321749009E0
1.176044900E3,-9.850366838E0,1.158530472E1,2.327390635E0
1.176094754E3,-7.511050222E0,1.012147533E1,-3.347081895E0
1.176144608E3,-6.221922188E0,1.454225922E1,-2.976253232E0
1.176194462E3,-4.766590266E0,1.093022946E1,-1.827343184E0
1.176244316E3,-3.624602152E0,1.333494367E1,-1.317505156E0
1.176294170E3,-4.555392930E0,1.225698725E1,2.412161813E0
1.176344020E3,-3.189621055E0,1.166661961E1,4.873250204E0
1.176393875E3,-1.695920581E0,8.621489684E0,-6.389530871E0
1.176443729E3,-2.681858788E0,1.301435955E1,-9.543240666E-2
1.176493583E3,-2.675768913E0,1.244976761E1,-9.693829858E-1
1.176543437E3,-2.402380299E0,1.351970165E1,1.295779241E0
1.176593291E3,-2.304622016E0,1.077833633E1,-1.675106247E0
1.176643146E3,-1.688315838E0,3.222735884E0,-4.721609098E-1
1.176693000E3,-5.484247183E-1,1.287360566E0,-8.340936184E-1
1.176742854E3,-9.188658931E-1,3.721466834E0,3.400266999E-1
1.176792709E3,-1.249019058E0,2.685208658E0,3.000615656E-1
1.176842563E3,-7.309257840E-1,2.928784366E0,2.213065875E-1
1.176892417E3,-1.175398300E0,2.854499877E0,3.536144596E-1
1.176942271E3,-9.792605411E-1,2.567424685E0,-4.431365007E-1
1.176992126E3,-6.900929960E-1,2.304847572E0,3.608802098E-1
1.177041980E3,-1.198340874E0,2.447132841E0,7.828152913E-1
1.177091834E3,-9.386489971E-1,3.059199495E0,-7.907955712E-1
1.177141689E3,-7.990723781E-1,2.884168357E0,-1.015341516E0
1.177191543E3,-8.916185260E-1,3.462921669E0,7.214879394E-3
1.177241398E3,-1.165503423E0,2.555556884E0,9.953569025E-1
1.177291252E3,-9.707269683E-1,2.873231140E0,-1.025338501E0
1.177341107E3,-7.004579166E-1,2.372819261E0,-8.081021601E-1
1.177390962E3,-6.170967212E-1,2.273275531E0,-3.878616017E-1
1.177440816E3,-6.022453051E-1,1.541216703E0,-2.430354255E-1
1.177490671E3,-4.682121389E-1,2.006258043E0,1.223060929E0
1.177540525E3,-5.213619039E-1,1.886882165E0,-8.591249639E-1
1.177590379E3,-6.217657229E-1,2.536972093E0,-8.336568314E-1
1.177640234E3,-3.461986187E-1,2.011809682E0,1.505804211E-1
1.177690088E3,1.807365405E-1,4.085158970E0,-3.146746346E0
1.177739942E3,-9.827528637E-2,1.328441934E0,-1.268093260E0
1.177789797E3,-3.077979070E-1,2.977764445E0,3.502862245E-1
1.177839651E3,-9.118606364E-1,2.018867856E0,1.109342524E0
1.177889506E3,-2.924262714E-1,2.733752535E0,-2.750822604E-2
1.177939360E3,-4.884752262E-1,1.738268309E0,-6.887224817E-1
1.177989214E3,-1.962164044E-1,2.045397258E0,-1.839171517E-1
1.178039069E3,-2.327464639E-1,2.912006658E0,8.276534951E-1
1.178088923E3,-5.170894896E-1,2.917015091E0,3.798339593E-1
1.178138777E3,-1.303302708E-1,2.697493950E0,2.728252351E-1
1.178188632E3,-6.483209990E-3,2.020568957E0,-3.746603429E-2
1.178238486E3,-5.537010629E-1,2.878281088E0,1.426463342E-1
1.178288340E3,-5.284580483E-1,1.940618662E0,-1.065277323E0
1.178338195E3,-7.436686941E-1,2.070612352E0,-5.951962674E-1
1.178388049E3,-8.165910747E-1,3.383246631E0,2.013434916E0
1.178437903E3,-3.265192663E-1,1.166230743E0,-7.231807083E-1
1.178487757E3,-9.347057810E-1,2.778395149E0,-1.958278130E0
1.178537612E3,-8.967434643E-1,2.832341853E0,-4.051500642E-1
1.178587466E3,-2.423900939E-1,2.340144582E0,1.264824666E0
1.178637320E3,-4.283876667E-1,1.288899700E0,4.046191370E-1
1.178687174E3,-4.643889369E-1,1.978900821E0,-1.668432820E-1
1.178737029E3,-6.408573206E-1,2.695771653E0,1.403483199E0
1.178786883E3,-3.668878950E-1,2.111957429E0,-1.648680925E-2
1.178836737E3,-2.593179477E-1,9.993959398E-1,-5.511462682E-1
1.178886591E3,-4.678778243E-1,1.505079302E0,3.138656723E-1
1.178936445E3,-7.206753226E-1,2.952996224E0,1.149666093E0
1.178986300E3,-3.670430289E-1,2.591295943E0,-4.103260195E-1
1.179036154E3,-3.247801582E-1,2.156199510E0,-2.445153558E-1
1.179086008E3,-5.277413989E-1,1.554141681E0,8.429948348E-1
1.179135862E3,-3.845258748E-1,1.835136353E0,-8.940568149E-2
1.179185716E3,8.924440797E-2,1.775602635E0,-6.646980268E-1
1.179235570E3,-3.367911431E-1,1.470629847E0,-1.237667858E0
1.179285424E3,-5.756667864E-1,2.223337386E0,7.303517336E-1
1.179335279E3,-1.739229445E-1,2.271832146E0,-1.080953708E0
1.179385133E3,-3.596204637E-1,1.229584229E0,-3.588746148E-1
1.179434987E3,-6.332822527E-1,2.538210241E0,3.670893681E-1
1.179484841E3,-3.602386606E-1,2.506699596E0,1.212642944E0
1.179534695E3,-5.068420614E-1,1.940788524E0,-3.509048599E-1
1.179584549E3,-5.671092035E-1,1.656608288E0,-5.064244241E-1
1.179634403E3,-3.964486033E-1,1.934366527E0,1.382639630E0
1.179684257E3,-5.170363896E-1,2.399255985E0,5.777551925E-1
1.179734111E3,-7.073588005E-1,1.704501370E0,7.582084537E-2
1.179783966E3,-5.230627493E-1,1.535682460E0,-3.438998955E-1
1.179833820E3,-3.068897614E-1,1.665666941E0,5.265347528E-1
1.179883674E3,-5.008475325E-1,2.651957881E0,9.075317234E-1
1.179933528E3,-2.338958986E-1,1.876184684E0,-5.370229036E-1
1.179983382E3,-7.872664842E-1,2.096427956E0,-4.235951060E-1
1.180033236E3,-1.572310624E-1,1.957931537E0,-8.095429140E-1
1.180083090E3,-1.786170527E-1,1.946852671E0,2.676168863E0
1.180132944E3,-7.005540302E-1,1.872450360E0,1.343786636E0
1.180182798E3,-7.127693754E-1,2.123679635E0,-1.003936522E0
1.180232652E3,4.654334323E-1,2.043931361E0,-2.906629266E0
1.180282506E3,4.860434057E-2,1.366410975E0,-8.787441266E-1
1.180332360E3,-5.072932472E-1,1.642314185E0,8.110485721E-1
1.180382214E3,-3.019046628E-1,5.486848828E-1,1.154747908E0
1.180432068E3,5.201436000E-1,1.208959272E0,1.196276588E0
1.180481922E3,9.909467132E-1,-4.069233786E-1,2.372566223E-1
1.180531776E3,-7.862907301E-1,4.939097380E-1,-3.667620410E0
1.180581630E3,3.155508107E0,-1.270701410E0,-1.904058069E-1
1.180631484E3,-2.510925598E-1,5.298191339E-2,1.283481377E0
1.180681338E3,1.331001260E0,-3.633351998E-1,1.206779357E0
1.180731192E3,1.240795826E0,-4.953764755E-2,8.816963857E-1
1.180781046E3,-2.208231872E-1,8.475074235E-1,1.258575162E0
1.180830900E3,8.172181155E-1,7.780079298E-1,-1.283330519E0
1.180880754E3,6.914916500E-1,1.743340038E-1,-1.011352546E0
1.180930608E3,1.611487883E-1,7.074144222E-1,1.583587382E0
1.180980462E3,-9.334226461E-2,7.415366531E-1,1.151044866E0
1.181030316E3,1.711344987E-1,9.521668826E-1,8.816069233E-1
1.181080170E3,2.069208107E-1,-4.238469383E-2,-4.249808961E-1
1.181130024E3,6.923202004E-1,5.805532314E-2,-2.305753013E0
1.181179878E3,7.428749346E-1,9.595755241E-1,-1.024173151E0
1.181229732E3,1.198306449E-2,9.605090321E-1,1.354222746E0
1.181279586E3,9.073476823E-1,9.342467381E-2,6.709533781E-1
1.181329440E3,1.181599565E0,2.614690470E-1,-4.270439107E0
1.181379294E3,4.340023459E-1,9.630478200E-1,1.232211236E0
1.181429148E3,3.248435274E-1,8.008561443E-1,2.426780437E0
1.181479001E3,1.192897482E0,6.359520914E-1,-1.610119123E0
1.181528855E3,1.255608724E0,6.497792215E-1,-1.214328112E0
1.181578709E3,9.659967171E-1,5.685012428E-1,8.582157218E-1
1.181628563E3,1.100790825E0,2.559110675E-2,-3.514615148E-1
1.181678417E3,1.525911762E0,-3.480041659E-1,-7.983484197E-1
1.181728271E3,9.093947925E-1,1.659766333E-1,-1.435699604E0
1.181778125E3,1.500948975E0,7.849656779E-1,-3.440419829E-1
1.181827979E3,1.921204444E0,1.011640740E0,5.890935284E-1
1.181877833E3,8.904715946E-1,6.603007744E-1,1.455992365E0
1.181927687E3,1.606707857E0,1.137976924E0,-2.914258128E-1
1.181977541E3,2.226798353E0,6.256941017E-1,-2.494609893E0
1.182027395E3,1.514679846E0,1.187770132E-1,-1.831985289E0
1.182077248E3,1.158984070E0,4.899711267E-1,4.103359598E-1
1.182127102E3,2.078745098E0,6.471917555E-1,-2.658454138E-1
1.182176956E3,8.011341794E-1,-8.311066414E-1,1.893851169E0
1.182226810E3,6.246570249E-1,5.916648049E-1,2.141507065E0
1.182276664E3,7.303646705E-1,9.079307228E-1,1.290854716E-1
1.182326518E3,3.743326065E-1,6.131140365E-1,1.966833192E0
1.182376372E3,2.264152267E-1,4.331889982E-1,-4.426634610E-2
1.182426226E3,1.536728965E0,-2.166197883E-1,-2.655805934E0
1.182476079E3,8.419028673E-1,7.162847214E-1,-1.288177276E0
1.182525933E3,1.400155988E-1,1.093450085E0,1.265942654E0
1.182575787E3,2.003619889E-1,-2.865001184E0,2.782785239E0
1.182625641E3,2.195614859E0,-5.076396509E0,-5.867851061E0
1.182675495E3,2.006789701E0,-7.790209161E0,-2.024283839E0
1.182725349E3,1.113780342E0,-6.895296314E0,-2.690596282E-2
1.182775203E3,8.249035496E-1,-6.002511268E0,1.020380062E0
1.182825056E3,1.037048573E0,-4.569034776E0,1.800236662E0
1.182874910E3,1.696428119E0,-3.517145823E0,-2.379272979E-1
1.182924764E3,1.718161927E0,-2.788685372E0,-5.900559801E-1
1.182974618E3,8.896164393E-1,-5.687655662E0,7.040205520E-1
1.183024472E3,1.948196361E0,-5.115113263E0,2.604575554E0
1.183074326E3,1.059591929E0,-4.565041128E0,-2.277402788E-1
1.183124179E3,-9.562608837E-1,-6.105424018E0,-1.298461944E0
1.183174033E3,-1.281820768E0,-3.489233262E0,-6.173414272E-1
1.183223887E3,-7.999838128E-1,-1.015169096E0,1.806614805E0
1.183273741E3,-1.705308651E-1,1.275886758E-1,2.347193400E0
1.183323595E3,-5.264041407E-1,5.499170373E-1,-3.247131929E0
1.183373449E3,4.409884530E-1,3.098676386E0,1.060445768E0
1.183423302E3,4.802443200E-1,4.704577620E0,-2.755652404E-1
1.183473156E3,3.054554394E-1,6.340489104E0,1.387327343E0
1.183523010E3,-5.765493139E-1,8.528805469E0,9.051162386E-1
1.183572864E3,-1.469520045E0,8.018576261E0,2.211516947E0
1.183622718E3,-1.289403584E0,8.741421340E0,3.439279037E0
1.183672571E3,-1.622607606E0,6.196266360E0,9.739116544E-1
1.183722425E3,-9.749753360E-1,5.607597340E0,1.339070857E-1
1.183772279E3,-8.646483900E-1,5.043737471E0,4.463781971E-1
1.183822133E3,-1.552434294E0,5.698082417E0,-2.983262290E0
1.183871987E3,-1.017072438E0,6.424823495E0,-3.601111840E0
1.183921841E3,-6.821108888E-1,5.886852758E0,-7.420140052E-1
1.183971694E3,-2.341600246E0,5.747024197E0,-1.375369787E0
1.184021548E3,-1.880370706E0,5.874753699E0,1.157260457E0
1.184071402E3,-1.943284261E0,6.079084066E0,2.237117811E0
1.184121256E3,-1.484680560E0,5.642864236E0,6.706996089E-1
1.184171110E3,-1.673691513E0,6.311868737E0,5.643305701E-1
1.184220963E3,-1.510512097E0,5.276927354E0,8.599833351E-1
1.184270817E3,-1.502166804E0,5.778991510E0,-2.085579032E-1
1.184320671E3,-2.167275452E0,4.658036415E0,1.261951929E0
1.184370525E3,-1.450600648E0,5.643173554E0,7.016857588E-1
1.184420378E3,-1.039347918E0,5.202705722E0,-1.573736578E0
1.184470232E3,-1.556934457E0,4.963721833E0,-2.139486267E0
1.184520086E3,-1.279357336E0,3.492895666E0,1.578643561E0
1.184569940E3,-1.022068518E0,2.291449993E0,8.174582899E-1
1.184619794E3,-8.987635311E-1,1.364245020E0,-4.641063702E-1
1.184669647E3,-8.615313855E-1,6.362549771E-1,2.017460139E0
1.184719501E3,-7.726397473E-1,3.012101634E0,-4.981652319E-1
1.184769355E3,-1.345365750E-1,2.711002188E0,-8.636290741E-1
1.184819209E3,-3.993322308E-1,3.851891318E0,-1.135214700E0
1.184869062E3,-1.350419425E0,3.000076251E0,1.655577716E0
1.184918916E3,-1.207724778E0,2.756394415E0,9.943944508E-1
1.184968770E3,-3.533129626E-1,2.463987732E0,-3.900309187E-1
1.185018624E3,-9.089738660E-1,3.248300495E0,-1.267372883E0
1.185068478E3,-1.637427374E0,3.134631500E0,3.018794650E0
1.185118331E3,-6.468169490E-1,2.625800362E0,7.127627242E-1
1.185168185E3,-9.167118520E-1,2.713474098E0,-3.749362146E0
1.185218039E3,-1.426694891E0,2.009812712E0,-2.890118483E0
1.185267893E3,-5.323350080E-1,3.988782822E0,1.889633573E0
1.185317746E3,-1.022308620E0,3.100007213E0,2.888501143E0
1.185367599E3,-1.482360531E0,3.172814111E0,1.120619465E0
1.185417453E3,-5.091414424E-1,4.172245353E0,4.425400847E-1
1.185467307E3,-9.044918291E-1,6.719324359E0,-4.544654810E0
